_id,ltable_reviewid,rtable_id,ltable_title,ltable_artist,ltable_year,rtable_title,rtable_artist,rtable_year
91420,21702,983983,bbf hosted by dj escrow,babyfather,2016,bbf hosted by dj escrow,babyfather/babyfather,2016
91835,3153,316118,...it falls apart,for stars,2004,...it falls apart,for stars/for stars,2004
92010,20161,809469,a distant fist unclenching,krill,2015,a distant fist unclenching,krill (4)/krill (4),2015
92448,13283,246249,"troubled, shaken etc.",sian alice group,2009,"troubled, shaken etc.",sian alice group/sian alice group,2009
92451,9447,320583,today is tonight,the changes,2006,today is tonight,the changes/the changes,2006
92591,20540,890976,high on tulsa heat,john moreland,2015,high on tulsa heat,john moreland/john moreland,2015
92639,10432,81182,time on earth,crowded house,2007,time on earth,crowded house/crowded house,2007
92748,21898,1002099,a new wave of violence,head wound city,2016,a new wave of violence,head wound city/head wound city,2016
92866,5815,264360,riot for romance!,no knife,2002,riot for romance!,no knife/no knife,2002
92985,15346,330943,claire denis film scores 1996-2009,tindersticks,2011,claire denis film scores 1996-2009,tindersticks/tindersticks,2011
93374,15713,348297,you were a dick,idaho,2011,you were a dick,idaho/idaho,2011
93457,106,1712,if you happy with you need do nothing,alfie,2001,if you happy with you need do nothing,alfie/alfie,2001
94006,14033,523714,this is still it,the method actors,2010,this is still it,the method actors/the method actors,2010
94526,9435,767921,city & eastern songs,jeffrey lewis & the jitters,2006,city & eastern songs,jack lewis (2)/jack lewis (2)/jeffrey lewis/jeffrey lewis,2005
94751,14708,497444,best bless ep,highlife,2010,best bless ep,highlife (7)/highlife (7),2011
94780,10048,34138,buck the world,young buck,2007,buck the world,young buck/young buck,2007
94781,9875,51728,use your confusion,juggaknots,2006,use your confusion,the juggaknots/the juggaknots,2006
94782,7370,67250,things go better with rj and al,soul position,2006,things go better with rj and al,soul position/soul position,2006
94855,12528,287736,the living and the dead,jolie holland,2008,the living and the dead,jolie holland/jolie holland,2008
95085,15976,474209,for the glory,nacho picasso,2011,for the glory,blue sky black death/blue sky black death/nacho picasso/nacho picasso,2011
95220,13112,156823,god help the girl,god help the girl,2009,god help the girl,god help the girl/god help the girl,2009
95358,18135,546753,innocence is kinky,jenny hval,2013,innocence is kinky,jenny hval/jenny hval,2013
95372,10342,780983,compass rose bouquet,great lakes myth society,2007,compass rose bouquet,great lakes myth society/great lakes myth society,2007
95824,22361,1085420,birds in the trap sing mcknight,travis scott,2016,birds in the trap sing mcknight,travis scott (2)/travis scott (2),2016
95827,13402,393282,#1 hits explosion,the apples in stereo,2009,#1 hits explosion,the apples in stereo/the apples in stereo,2009
95926,9476,628299,the centre will hold,swan island,2006,the centre will hold,swan island/swan island,2006
96064,21423,959414,live at moe,7 year bitch,2016,live at moe,7 year bitch/7 year bitch,2016
96115,21544,1034187,in my mind,bj the chicago kid,2016,in my mind,bj the chicago kid/bj the chicago kid,2016
96411,7214,123571,hyacinths and thistles,the 6ths,,hyacinths and thistles,the 6ths/the 6ths,2000
96412,4014,283737,the ultimate collection,billie holiday,2005,the ultimate collection,billy joel/billy joel,2000
96952,1797,475028,fright makes right,coughs,2005,fright makes right,coughs/coughs,2005
97607,22508,1075675,every now & then,jagwar ma,2016,every now & then,jagwar ma/jagwar ma,2016
97635,18423,567880,"whenever, if ever",the world is a beautiful place & i am no longer afraid to die,2013,"whenever, if ever",the world is a beautiful place & i am no longer afraid to die/the world is a beautiful place & i am no longer afraid to die,2013
97763,15314,328805,the head and the heart,the head and the heart,2011,the head and the heart,the head and the heart/the head and the heart,2010
97780,5083,107209,lost in space,aimee mann,2002,lost in space,aimee mann/aimee mann,2002
97782,17116,481305,don't be a stranger,mark eitzel,2012,don't be a stranger,mark eitzel/mark eitzel,2012
98003,5453,104295,the coroner's gambit,the mountain goats,2000,the coroner's gambit,the mountain goats/the mountain goats,2000
98081,1472,88963,this is cinerama,cinerama,,this is cinerama,cinerama/cinerama,2000
98217,16615,433962,neck of the woods,silversun pickups,2012,neck of the woods,silversun pickups/silversun pickups,2012
98277,6097,1038302,cash and carry songs,octet,2004,cash and carry songs,octet/octet,2004
98318,9595,172658,our worn shadow,manyfingers,2006,our worn shadow,manyfingers/manyfingers,2005
98386,8696,194484,mary had brown hair,gary wilson,2004,mary had brown hair,gary wilson/gary wilson,2004
98388,4713,91460,awake is the new sleep,ben lee,2005,awake is the new sleep,ben lee/ben lee,2005
98406,3510,296670,truly she is none other,holly golightly,2003,truly she is none other,holly golightly/holly golightly,2003
98431,7401,8316,welcome crummy mystics,frankie sparo,2003,welcome crummy mystics,frankie sparo/frankie sparo,2003
98649,8579,36142,transfiguration of vincent,m. ward,2003,transfiguration of vincent,m. ward/m. ward,2003
98650,21052,882382,exercises in futility,mga,2015,exercises in futility,mgła/mgła,2015
98801,7315,74188,do you want new wave or do you want the soft pink truth?,the soft pink truth,2004,do you want new wave or do you want the soft pink truth?,the soft pink truth/the soft pink truth,2004
98808,21516,969819,demain est une autre nuit,essaie pas,2016,demain est une autre nuit,essaie pas/essaie pas,2016
98809,17488,510697,nayim from the halfway line,alexis taylor,2012,nayim from the halfway line,alexis taylor/alexis taylor,2012
99190,3668,51713,a gun called tension,a gun called tension,2005,a gun called tension,a gun called tension/a gun called tension,2005
99246,21856,996222,luck or magic,britta phillips,2016,luck or magic,britta phillips/britta phillips,2016
99335,14009,230156,who killed sgt. pepper?,the brian jonestown massacre,2010,who killed sgt. pepper?,the brian jonestown massacre/the brian jonestown massacre,2010
99342,1758,486837,ghost man on first,currituck co.,2004,ghost man on first,currituck co./currituck co.,2003
99344,13707,198683,the apple and the tooth,bibio,2009,the apple and the tooth,bibio/bibio,2009
99685,2516,290244,this needs to be your style,donna summer,2003,this needs to be your style,donna summer (2)/donna summer (2),2003
99882,17580,727356,all my love in half light,lady lazarus,2013,all my love in half light,lady lazarus/lady lazarus,2014
100088,1200,2349,everything all the time,band of horses,2006,everything all the time,band of horses/band of horses,2006
100288,6306,41248,the night's bloom,pinetop seven,2005,the night's bloom,pinetop seven/pinetop seven,2005
100301,17665,523979,through the window,prurient,2013,through the window,prurient/prurient,2013
100431,16593,478036,oh holy molar,felix,2012,oh holy molar,felix (24)/felix (24),2012
101036,12367,161073,fucked up friends,tobacco,2008,fucked up friends,tobacco (3)/tobacco (3),2008
101137,14868,307806,da trak genious,dj nate,2010,da trak genious,dj nate/dj nate,2010
101241,14512,300891,all the waters of the earth turn to blood,the body,2010,all the waters of the earth turn to blood,the body (3)/the body (3),2010
101516,18174,573955,destruction in yr soul,hospital ships,2013,destruction in yr soul,hospital ships/hospital ships,2013
101519,2079,145598,eccentric soul: the deep city label,various artists,2006,eccentric soul: the deep city label,various/various,2006
101945,8691,33314,amethyst rock star,saul williams,2001,amethyst rock star,saul williams/saul williams,2001
101946,1102,194469,once you go blak,baby blak,2004,once you go blak,baby blak/baby blak,2003
101952,15530,334554,are you gonna eat that?,hail mary mallon,2011,are you gonna eat that?,hail mary mallon/hail mary mallon,2011
101989,19183,692177,the long goodbye: lcd soundsystem live at madison square garden,lcd soundsystem,2014,the long goodbye: lcd soundsystem live at madison square garden,lcd soundsystem/lcd soundsystem,2014
102074,1813,108055,further from grace,nick castro and the poison tree,2005,further from grace,nick castro/nick castro/the poison tree/the poison tree,2005
102594,20553,838169,what you hear (is what you hear),thomas brinkmann,2015,what you hear (is what you hear),thomas brinkmann/thomas brinkmann,2015
102722,285,4506,we are a&c,arling and cameron,2001,we are a&c,arling & cameron/arling & cameron,2001
102780,11968,244943,sick to death,eat skull,2008,sick to death,eat skull/eat skull,2008
102814,11856,141865,boa vs. python,test icicles,2005,boa vs. python,test icicles/test icicles,2005
102870,8441,3431,the chocolate wheelchair album,venetian snares,2004,the chocolate wheelchair album,venetian snares/venetian snares,2003
103128,8997,114311,adventures in the underground journey to the stars,south,2006,adventures in the underground journey to the stars,south/south,2006
103265,9695,105002,cake or death,lee hazlewood,2006,cake or death,lee hazlewood/lee hazlewood,2006
103639,14291,279417,well done europe,the chap,2010,well done europe,the chap/the chap,2010
103667,1866,30685,give peas a chance,various artists,2003,give peas a chance,various/various,2003
103698,7466,295754,the dream that stuff was made of,starlight mints,,the dream that stuff was made of,starlight mints/starlight mints,2000
104034,18219,583145,run the jewels,run the jewels,2013,run the jewels,run the jewels,2013
104122,13238,502274,so far gone,drake,2009,so far gone,drake,2009
104123,16512,429783,the money store,death grips,2012,the money store,death grips,2012
104178,14685,333887,the game of monogamy,tim kasher,2010,the game of monogamy,tim kasher,2010
104361,20440,926712,send two sunsets,gacha,2015,send two sunsets,gacha,2015
104691,4011,70683,stars of cctv,hard-fi,2005,stars of cctv,hard-fi,2005
104908,9187,157633,safe as houses,parenthetical girls,2006,safe as houses,parenthetical girls,2006
105073,21573,977922,outer acid ep,mr. fingers,2016,outer acid ep,mr. fingers,2016
105299,15174,318266,smoke ring for my halo,kurt vile,2011,smoke ring for my halo,kurt vile,2011
105366,18124,569445,ice on the dune,empire of the sun,2013,ice on the dune,empire of the sun,2013
105367,18306,597206,we knew it was not going to be like this,surf city,2013,we knew it was not going to be like this,surf city,2013
105457,11452,19008,the best of joy division,joy division,2008,the best of joy division,joy division,2008
105492,8870,32489,and then nothing turned itself inside-out,yo la tengo,2000,and then nothing turned itself inside-out,yo la tengo,2000
105512,17406,511244,worship is the cleansing of the imagination,jk flesh / prurient,2012,worship is the cleansing of the imagination,jk flesh/prurient,2013
105515,21724,1000404,down in heaven,twin peaks,2016,down in heaven,twin peaks (6),2016
105516,4014,621066,the ultimate collection,billie holiday,2005,the ultimate collection,billy joel,2001
105822,15539,354632,unknown mortal orchestra,unknown mortal orchestra,2011,unknown mortal orchestra,unknown mortal orchestra,2011
105891,19901,823034,tha tour part 1,"birdman, young thug, rich homie quan",2014,tha tour part 1,birdman (2)/rich gang,2014
105989,7785,576647,of natural history,sleepytime gorilla museum,2004,of natural history,sleepytime gorilla museum,2004
105990,21054,883093,grief's infernal flower,windhand,2015,grief's infernal flower,windhand,2015
106066,185,75404,living in the flood,horace andy,2000,living in the flood,horace andy,1999
107118,12969,145456,summer of hate,crocodiles,2009,summer of hate,crocodiles,2009
107534,5361,51544,building nothing out of something,modest mouse,2000,building nothing out of something,modest mouse,1999
107648,13709,215729,ignore the ignorant,the cribs,2009,ignore the ignorant,the cribs,2009
107758,10710,113562,washington square serenade,steve earle,2007,washington square serenade,steve earle,2007
107763,15238,1142730,starting from nowhere,heidecker & wood,2011,starting from nowhere,davin wood/tim heidecker,2011
107764,10320,20387,good girl gone bad,rihanna,2007,good girl gone bad,rihanna,2007
107856,3581,11646,the spectrum between,david grubbs,2000,the spectrum between,david grubbs/david grubbs,2000
108063,19040,655099,ghosts of then and now,illum sphere,2014,ghosts of then and now,illum sphere/illum sphere,2014
